นี่คือไฟล์ `th_translations_part1.csv` ที่ได้รับการแปลตามคำขอ โดยใช้คำศัพท์จาก `dictionary.md` เพื่อความสอดคล้องในระบบ HRM

```csv
Line Number,msgid,msgstr,Status
6590,"Half Day Marked Employee Header","ส่วนหัวของพนักงานที่บันทึกว่าทำงานครึ่งวัน",Translated
6595,"Half Day Records","บันทึกการทำงานครึ่งวัน",Translated
6599,"Half Yearly","รายครึ่งปี",Translated
6605,"Half day date should be in between from date and to date","วันที่ทำงานครึ่งวันควรอยู่ระหว่างวันที่เริ่มต้นและวันที่สิ้นสุด",Translated
6610,"Half-Yearly","รายครึ่งปี",Translated
6614,"Has Certificate","มีใบรับรอง",Translated
6620,"Health Insurance","ประกันสุขภาพ",Translated
6624,"Health Insurance Name","ชื่อประกันสุขภาพ",Translated
6628,"Health Insurance No","เลขที่ประกันสุขภาพ",Translated
6632,"Health Insurance Provider","ผู้ให้บริการประกันสุขภาพ",Translated
6637,"Hello","สวัสดี",Translated
6641,"Help","ช่วยเหลือ",Translated
6645,"Hey {}! This email is to remind you about the upcoming holidays.","สวัสดี {}! อีเมลนี้เพื่อเตือนคุณเกี่ยวกับวันหยุดที่จะมาถึง",Translated
6649,""Hey, {0} 👋"",""สวัสดี, {0} 👋"",Translated
6655,"Hiring Count","จำนวนการจ้างงาน",Translated
6660,"Hiring Settings","การตั้งค่าการจ้างงาน",Translated
6666,"Hold","ระงับ",Translated
6682,"Holiday","วันหยุด",Translated
6687,"Holiday List","รายการวันหยุด",Translated
6692,"Holiday List for Optional Leave","รายการวันหยุดสำหรับวันลาที่เลือกได้",Translated
6696,"Holidays","วันหยุด",Translated
6700,"Holidays this Month.","วันหยุดในเดือนนี้",Translated
6704,"Holidays this Week.","วันหยุดในสัปดาห์นี้",Translated
6710,"Home","หน้าแรก",Translated
6717,"Horizontal Break","ตัวแบ่งแนวนอน",Translated
6722,"Hour Rate","อัตราต่อชั่วโมง",Translated
6727,"Hour Rate (Company Currency)","อัตราต่อชั่วโมง (สกุลเงินบริษัท)",Translated
6731,"Hours","ชั่วโมง",Translated
6735,"House rent paid days overlapping with {0}","วันที่จ่ายค่าเช่าบ้านทับซ้อนกับ {0}",Translated
6739,"House rented dates required for exemption calculation","ต้องระบุวันที่เช่าบ้านเพื่อคำนวณการยกเว้น",Translated
6743,"House rented dates should be atleast 15 days apart","วันที่เช่าบ้านควรห่างกันอย่างน้อย 15 วัน",Translated
6747,"IFSC","IFSC",Translated
6752,"IFSC Code","รหัส IFSC",Translated
6757,"IN","เข้า",Translated
6766,"Identification Document Number","หมายเลขเอกสารประจำตัว",Translated
6772,"Identification Document Type","ประเภทเอกสารประจำตัว",Translated
6778,""If checked, Payroll Payable will be booked against each employee"",""หากเลือก จะบันทึกบัญชีเจ้าหนี้เงินเดือนสำหรับพนักงานแต่ละคน"",Translated
6784,""If checked, hides and disables Rounded Total field in Salary Slips"",""หากเลือก จะซ่อนและปิดใช้งานฟิลด์ยอดรวมปัดเศษในสลิปเงินเดือน"",Translated
6790,""If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission."",""หากเลือก จำนวนเงินเต็มจะถูกหักออกจากรายได้ที่ต้องเสียภาษีก่อนคำนวณภาษีเงินได้โดยไม่ต้องมีการแจ้งหรือยื่นหลักฐาน"",Translated
6796,""If enabled, Tax Exemption Declaration will be considered for income tax calculation."",""หากเปิดใช้งาน การแจ้งขอยกเว้นภาษีจะถูกพิจารณาในการคำนวณภาษีเงินได้"",Translated
6802,""If enabled, auto attendance will be marked on holidays if Employee Checkins exist"",""หากเปิดใช้งาน การเข้างานอัตโนมัติจะถูกบันทึกในวันหยุดหากมีการบันทึกเวลาเข้างานของพนักงาน"",Translated
6808,""If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid"",""หากเปิดใช้งาน จะหักวันจ่ายเงินสำหรับการขาดงานในวันหยุด โดยค่าเริ่มต้น วันหยุดจะถือว่าเป็นวันที่มีค่าจ้าง"",Translated
6814,""If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs"",""หากเปิดใช้งาน องค์ประกอบนี้จะถือเป็นองค์ประกอบภาษีและจำนวนเงินจะถูกคำนวณโดยอัตโนมัติตามขั้นภาษีเงินได้ที่กำหนดค่าไว้"",Translated
6820,""If enabled, the component will be considered in the Income Tax Deductions report"",""หากเปิดใช้งาน องค์ประกอบนี้จะถูกพิจารณาในรายงานการหักภาษีเงินได้"",Translated
6826,""If enabled, the component will not be displayed in the salary slip if the amount is zero"",""หากเปิดใช้งาน องค์ประกอบนี้จะไม่แสดงในสลิปเงินเดือนหากจำนวนเงินเป็นศูนย์"",Translated
6832,""If enabled, the total no. of applications received for this opening will be displayed on the website"",""หากเปิดใช้งาน จำนวนใบสมัครทั้งหมดที่ได้รับสำหรับตำแหน่งงานนี้จะแสดงบนเว็บไซต์"",Translated
6838,""If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. "",""หากเปิดใช้งาน ค่าที่ระบุหรือคำนวณในองค์ประกอบนี้จะไม่ส่งผลต่อรายรับหรือรายการหัก อย่างไรก็ตาม ค่าของมันสามารถถูกอ้างอิงโดยองค์ประกอบอื่นที่สามารถเพิ่มหรือหักได้"",Translated
6844,""If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day"",""หากเปิดใช้งาน จำนวนวันทำงานทั้งหมดจะรวมวันหยุด ซึ่งจะลดมูลค่าของเงินเดือนต่อวัน"",Translated
6850,""If not checked, the list will have to be added to each Department where it has to be applied."",""หากไม่ได้เลือก จะต้องเพิ่มรายการนี้ในแต่ละแผนกที่ต้องการใช้งาน"",Translated
6855,""If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. "",""หากเลือก ค่าที่ระบุหรือคำนวณในองค์ประกอบนี้จะไม่ส่งผลต่อรายรับหรือรายการหัก อย่างไรก็ตาม ค่าของมันสามารถถูกอ้างอิงโดยองค์ประกอบอื่นที่สามารถเพิ่มหรือหักได้"",Translated
6859,""If set, the job opening will be closed automatically after this date"",""หากตั้งค่า ตำแหน่งงานว่างจะปิดโดยอัตโนมัติหลังจากวันที่นี้"",Translated
6865,""If you are using loans in salary slips, please install the {0} app from Frappe Cloud Marketplace or GitHub to continue using loan integration with payroll."",""หากคุณใช้เงินกู้ในสลิปเงินเดือน โปรดติดตั้งแอป {0} จาก Frappe Cloud Marketplace หรือ GitHub เพื่อใช้การรวมเงินกู้กับบัญชีเงินเดือนต่อไป"",Translated
6870,"Import Attendance","นำเข้าการเข้างาน",Translated
6874,"Import Log","บันทึกการนำเข้า",Translated
6878,"Import Successful","นำเข้าสำเร็จ",Translated
6887,"Importing {0} of {1}","กำลังนำเข้า {0} ของ {1}",Translated
6895,"In Process","อยู่ในกระบวนการ",Translated
6901,"In Progress","กำลังดำเนินการ",Translated
6905,"In Time","ตรงเวลา",Translated
6918,""In case of any error during this background process, the system will add a comment about the error on this Payroll Entry and revert to the Submitted status"",""ในกรณีที่เกิดข้อผิดพลาดใด ๆ ระหว่างกระบวนการเบื้องหลังนี้ ระบบจะเพิ่มความคิดเห็นเกี่ยวกับข้อผิดพลาดในรายการบัญชีเงินเดือนนี้และเปลี่ยนกลับไปเป็นสถานะส่งแล้ว"",Translated
6924,"Inactive","ไม่ใช้งาน",Translated
6930,"Incentive","เงินจูงใจ",Translated
6935,"Incentive Amount","จำนวนเงินจูงใจ",Translated
6939,"Incentives","เงินจูงใจ",Translated
6944,"Include Company Descendants","รวมบริษัทในเครือ",Translated
6950,"Include Holidays","รวมวันหยุด",Translated
6955,"Include holidays in Total no. of Working Days","รวมวันหยุดในจำนวนวันทำงานทั้งหมด",Translated
6961,"Include holidays within leaves as leaves","รวมวันหยุดภายในช่วงเวลาลาเป็นวันลา",Translated
6965,"Income Source","แหล่งที่มาของรายได้",Translated
6971,"Income Tax Amount","จำนวนภาษีเงินได้",Translated
6975,"Income Tax Breakup","รายละเอียดภาษีเงินได้",Translated
6985,"Income Tax Component","องค์ประกอบภาษีเงินได้",Translated
6991,"Income Tax Computation","การคำนวณภาษีเงินได้",Translated
7000,"Income Tax Deducted Till Date","ภาษีเงินได้ที่หัก ณ ที่จ่ายจนถึงปัจจุบัน",Translated
7017,"Income Tax Deductions","รายการหักลดหย่อนภาษีเงินได้",Translated
7022,"Income Tax Slab","ขั้นภาษีเงินได้",Translated
7026,"Income Tax Slab Other Charges","ค่าธรรมเนียมอื่น ๆ ของขั้นภาษีเงินได้",Translated
7030,"Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1}","ต้องระบุขั้นภาษีเงินได้เนื่องจากโครงสร้างเงินเดือน {0} มีองค์ประกอบภาษี {1}",Translated
7034,"Income Tax Slab must be effective on or before Payroll Period Start Date: {0}","ขั้นภาษีเงินได้ต้องมีผลบังคับใช้ในหรือก่อนวันที่เริ่มต้นรอบการจ่ายเงินเดือน: {0}",Translated
7038,"Income Tax Slab not set in Salary Structure Assignment: {0}","ไม่ได้ตั้งค่าขั้นภาษีเงินได้ในการมอบหมายโครงสร้างเงินเดือน: {0}",Translated
7044,"Income Tax Slab: {0} is disabled","ขั้นภาษีเงินได้: {0} ถูกปิดใช้งาน",Translated
7048,"Income from Other Sources","รายได้จากแหล่งอื่น",Translated
7054,"Incorrect Weightage Allocation","การจัดสรรน้ำหนักไม่ถูกต้อง",Translated
7059,""Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired"",""ระบุจำนวนวันลาที่ไม่สามารถแลกเป็นเงินสดได้จากยอดวันลาคงเหลือ เช่น มียอดวันลาคงเหลือ 10 วัน และวันลาที่ไม่สามารถแลกเป็นเงินสดได้ 4 วัน คุณสามารถแลกเป็นเงินสดได้ 6 วัน ในขณะที่ 4 วันที่เหลือสามารถยกยอดไปหรือหมดอายุ"",Translated
7063,"Inspection","การตรวจสอบ",Translated
7068,"Install","ติดตั้ง",Translated
7072,"Install Frappe HR","ติดตั้ง Frappe HR",Translated
7076,"Insufficient Balance","ยอดคงเหลือไม่เพียงพอ",Translated
7082,"Insufficient leave balance for Leave Type {0}","ยอดวันลาคงเหลือไม่เพียงพอสำหรับประเภทการลา {0}",Translated
7087,"Interest","ดอกเบี้ย",Translated
7093,"Interest Amount","จำนวนดอกเบี้ย",Translated
7098,"Interest Income Account","บัญชีรายได้ดอกเบี้ย",Translated
7102,"Intermediate","ระดับกลาง",Translated
7107,"Intern","นักศึกษาฝึกงาน",Translated
7112,"International","ระหว่างประเทศ",Translated
7123,"Internet","อินเทอร์เน็ต",Translated
7128,"Interview","การสัมภาษณ์",Translated
7134,"Interview Detail","รายละเอียดการสัมภาษณ์",Translated
7142,"Interview Details","รายละเอียดการสัมภาษณ์",Translated
7150,"Interview Feedback","ข้อเสนอแนะการสัมภาษณ์",Translated
7154,"Interview Feedback Reminder","การแจ้งเตือนข้อเสนอแนะการสัมภาษณ์",Translated
7158,"Interview Feedback {0} submitted successfully","ส่งข้อเสนอแนะการสัมภาษณ์ {0} สำเร็จแล้ว",Translated
7166,"Interview Not Rescheduled","การสัมภาษณ์ไม่ได้ถูกเลื่อน",Translated
7172,"Interview Reminder","การแจ้งเตือนการสัมภาษณ์",Translated
7176,"Interview Reminder Notification Template","แม่แบบการแจ้งเตือนการสัมภาษณ์",Translated
7188,"Interview Rescheduled successfully","เลื่อนการสัมภาษณ์สำเร็จแล้ว",Translated
7192,"Interview Round","รอบการสัมภาษณ์",Translated
7196,"Interview Round {0} is only applicable for the Designation {1}","รอบการสัมภาษณ์ {0} ใช้ได้เฉพาะกับตำแหน่ง {1} เท่านั้น",Translated
7200,"Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2}","รอบการสัมภาษณ์ {0} สำหรับตำแหน่ง {1} เท่านั้น ผู้สมัครงานได้สมัครตำแหน่ง {2}",Translated
7205,"Interview Scheduled Date","วันที่กำหนดสัมภาษณ์",Translated
7214,"Interview Status","สถานะการสัมภาษณ์",Translated
7223,"Interview Summary","สรุปการสัมภาษณ์",Translated
7227,"Interview Type","ประเภทการสัมภาษณ์",Translated
7239,"Interview: {0} Rescheduled","การสัมภาษณ์: {0} ถูกเลื่อน",Translated
7250,"Interviewer","ผู้สัมภาษณ์",Translated
7255,"Interviewers","ผู้สัมภาษณ์",Translated
7265,"Interviews","การสัมภาษณ์",Translated
7270,"Introduction","การแนะนำ",Translated
7274,"Invalid","ไม่ถูกต้อง",Translated
7278,"Invalid Action","การกระทำไม่ถูกต้อง",Translated
7282,"Invalid Additional Salary","เงินเดือนเพิ่มเติมไม่ถูกต้อง",Translated
7286,"Invalid Cost Center","ศูนย์ต้นทุนไม่ถูกต้อง",Translated
7290,"Invalid Dates","วันที่ไม่ถูกต้อง",Translated
7294,"Invalid Leave Ledger Entry","รายการสมุดบัญชีการลาไม่ถูกต้อง",Translated
7299,"Invalid Payroll Payable Account. The account currency must be {0} or {1}","บัญชีเจ้าหนี้เงินเดือนไม่ถูกต้อง สกุลเงินของบัญชีต้องเป็น {0} หรือ {1}",Translated
7303,"Invalid Shift Times","เวลาของกะไม่ถูกต้อง",Translated
7308,"Invalid parameters provided. Please pass the required arguments.","พารามิเตอร์ที่ให้มาไม่ถูกต้อง โปรดส่งอาร์กิวเมนต์ที่จำเป็น",Translated
7314,"Investigated","ตรวจสอบแล้ว",Translated
7319,"Investigation Details","รายละเอียดการตรวจสอบ",Translated
7324,"Invited","ได้รับเชิญ",Translated
7337,"Invoice Ref","อ้างอิงใบแจ้งหนี้",Translated
7343,"Is Active","ใช้งานอยู่",Translated
7351,"Is Applicable for Referral Bonus","ใช้สำหรับโบนัสการแนะนำได้",Translated
7356,"Is Carry Forward","เป็นยอดยกไป",Translated
7360,"Is Compensatory","เป็นการชดเชย",Translated
7365,"Is Compensatory Leave","เป็นการลาชดเชย",Translated
7371,"Is Default","เป็นค่าเริ่มต้น",Translated
7377,"Is Earned Leave","เป็นวันลาที่ได้รับ",Translated
7384,"Is Expired","หมดอายุแล้ว",Translated
7389,"Is Flexible Benefit","เป็นสวัสดิการที่ยืดหยุ่น",Translated
7395,"Is Group","เป็นกลุ่ม",Translated
7403,"Is Income Tax Component","เป็นองค์ประกอบภาษีเงินได้",Translated
7408,"Is Leave Without Pay","เป็นการลาโดยไม่ได้รับค่าจ้าง",Translated
7413,"Is Mandatory","เป็นสิ่งจำเป็น",Translated
7418,"Is Optional Leave","เป็นการลาที่เลือกได้",Translated
7423,"Is Paid","ชำระแล้ว",Translated
7428,"Is Partially Paid Leave","เป็นการลาที่ได้รับค่าจ้างบางส่วน",Translated
7434,"Is Recurring","เป็นแบบเกิดซ้ำ",Translated
7440,"Is Recurring Additional Salary","เป็นเงินเดือนเพิ่มเติมที่เกิดซ้ำ",Translated
7446,"Is Salary Released","ปล่อยเงินเดือนแล้ว",Translated
7453,"Is Salary Withheld","ระงับเงินเดือน",Translated
7458,"Is Tax Applicable","ต้องเสียภาษี",Translated
7477,"Jan","ม.ค.",Translated
7482,"Job Applicant","ผู้สมัครงาน",Translated
7486,"Job Applicant Source","แหล่งที่มาของผู้สมัครงาน",Translated
7490,"Job Applicant {0} created successfully.","สร้างผู้สมัครงาน {0} สำเร็จแล้ว",Translated
7495,"Job Applicants are not allowed to appear twice for the same Interview round. Interview {0} already scheduled for Job Applicant {1}","ผู้สมัครงานไม่ได้รับอนุญาตให้เข้าร่วมสัมภาษณ์ในรอบเดียวกันสองครั้ง การสัมภาษณ์ {0} ได้ถูกกำหนดไว้สำหรับผู้สมัครงาน {1} แล้ว",Translated
7502,"Job Application Route","เส้นทางการสมัครงาน",Translated
7515,"Job Description","รายละเอียดงาน",Translated
7520,"Job Offer","การเสนอจ้างงาน",Translated
7527,"Job Offer Term","เงื่อนไขการเสนอจ้างงาน",Translated
7532,"Job Offer Term Template","แม่แบบเงื่อนไขการเสนอจ้างงาน",Translated
7536,"Job Offer Terms","เงื่อนไขการเสนอจ้างงาน",Translated
7540,"Job Offer status","สถานะการเสนอจ้างงาน",Translated
7554,"Job Offer: {0} is already for Job Applicant: {1}","การเสนอจ้างงาน: {0} มีอยู่แล้วสำหรับผู้สมัครงาน: {1}",Translated
7558,"Job Opening","ตำแหน่งงานว่าง",Translated
7562,"Job Opening Associated","ตำแหน่งงานว่างที่เชื่อมโยง",Translated
7566,"Job Openings","ตำแหน่งงานว่าง",Translated
7575,"Job Openings for the designation {0} are already open or the hiring is complete as per the Staffing Plan {1}","ตำแหน่งงานว่างสำหรับตำแหน่ง {0} เปิดรับสมัครอยู่แล้วหรือการจ้างงานเสร็จสมบูรณ์ตามแผนการจัดหาบุคลากร {1}",Translated
7579,"Job Requisition","คำขอจ้างงาน",Translated
7584,"Job Requisition {0} has been associated with Job Opening {1}","คำขอจ้างงาน {0} ได้ถูกเชื่อมโยงกับตำแหน่งงานว่าง {1}",Translated
7590,"Job Title","ชื่อตำแหน่งงาน",Translated
7595,""Job profile, qualifications required etc."",""โปรไฟล์งาน, คุณสมบัติที่ต้องการ ฯลฯ"",Translated
7604,"Jobs","งาน",Translated
7616,"Joining Date","วันที่เริ่มงาน",Translated
7621,"Journal Entry","รายการสมุดรายวัน",Translated
7626,"July","ก.ค.",Translated
7639,"June","มิ.ย.",Translated
7645,"KRA","KRA",Translated
7649,"KRA Evaluation Method","วิธีการประเมิน KRA",Translated
7654,"KRA updated for all child goals.","อัปเดต KRA สำหรับเป้าหมายย่อยทั้งหมดแล้ว",Translated
7662,"KRA vs Goals","KRA เทียบกับเป้าหมาย",Translated
7667,"KRAs","KRAs",Translated
7672,"Key Performance Area","พื้นที่ประสิทธิภาพหลัก",Translated
7677,"Key Reports","รายงานสำคัญ",Translated
7682,"Key Responsibility Area","พื้นที่ความรับผิดชอบหลัก",Translated
7687,"Key Result Area","ตัวชี้วัดผลงานหลัก",Translated
7693,"Last Day","วันสุดท้าย",Translated
7698,"Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.","การซิงค์การบันทึกเวลาเข้างานของพนักงานที่สำเร็จครั้งล่าสุดที่ทราบ รีเซ็ตสิ่งนี้เฉพาะเมื่อคุณแน่ใจว่าบันทึกทั้งหมดซิงค์จากทุกตำแหน่งแล้ว โปรดอย่าแก้ไขหากคุณไม่แน่ใจ",Translated
7703,"Last Name","นามสกุล",Translated
7708,"Last Odometer Value ","ค่ามาตรวัดระยะทางล่าสุด",Translated
7712,"Last Sync of Checkin","การซิงค์ล่าสุดของการบันทึกเวลาเข้า",Translated
7716,"Last {0} was at {1}","{0} ล่าสุดคือที่ {1}",Translated
7724,"Late Entries","รายการเข้างานสาย",Translated
7730,"Late Entry","เข้างานสาย",Translated
7734,"Late Entry & Early Exit Settings for Auto Attendance","การตั้งค่าการเข้างานสายและออกงานก่อนเวลาสำหรับการเข้างานอัตโนมัติ",Translated
7739,"Late Entry By","เข้างานสายโดย",Translated
7746,"Late Entry Grace Period","ระยะเวลาผ่อนผันการเข้างานสาย",Translated
7750,"Latitude","ละติจูด",Translated
7754,"Latitude and longitude values are required for checking in.","ต้องระบุค่าละติจูดและลองจิจูดเพื่อบันทึกเวลาเข้า",Translated
7762,"Latitude: {0}°","ละติจูด: {0}°",Translated
7775,"Leave","การลา",Translated
7781,"Leave Allocation","การจัดสรรวันลา",Translated
7793,"Leave Allocations","การจัดสรรวันลา",Translated
7797,"Leave Application","ใบลา",Translated
7801,"Leave Application period cannot be across two non-consecutive leave allocations {0} and {1}.","ช่วงเวลาการลาไม่สามารถคร่อมสองการจัดสรรวันลาที่ไม่ต่อเนื่องกัน {0} และ {1} ได้",Translated
7807,"Leave Approval Notification","การแจ้งเตือนการอนุมัติการลา",Translated
7814,"Leave Approval Notification Template","แม่แบบการแจ้งเตือนการอนุมัติการลา",Translated
7820,"Leave Approver","ผู้อนุมัติการลา",Translated
7825,"Leave Approver Mandatory In Leave Application","ต้องระบุผู้อนุมัติการลาในใบลา",Translated
7831,"Leave Approver Name","ชื่อผู้อนุมัติการลา",Translated
```
